parameter,lot_id,date,Owner
TPLL053_Iread_RP_M5,AZCP5,2022-08-20,SRAM
TPLL053_FET_RPD_Vtsat_M5,AZCP5,2022-08-20,SRAM
TPLL053_FET_RPD_Vtlin_M5,AZCP5,2022-08-20,SRAM
TPLL053_FET_RPD_Idsat_M5,AZCP5,2022-08-20,SRAM
TPLL053_FET_RPG_Idsat_M5,AZCP5,2022-08-20,SRAM
TPLL053_FET_RPD_Idlin_M5,AZCP5,2022-08-20,SRAM
TPLL053_FET_RPG_Idlin_M5,AZCP5,2022-08-20,SRAM
TPLL053_FET_RPD_Idoff_M5,AZCP5,2022-08-20,SRAM
P032_FET_PD_Idsat_M5,AZCP5,2022-08-20,SRAM
P032_FET_PG_Idsat_M5,AZCP5,2022-08-20,SRAM
NSL9T2FMDBNF1~Vtlin_100n_M5,AZCP5,2022-08-20,Device
NL9T4FMDBREF~Vtlin_100n_M5,AZCP5,2022-08-20,Device
NR9T2FMDB~Vtlin_100n_M5,AZCP5,2022-08-20,Device
NR9T4FMDBNF1~Vtlin_100n_M5,AZCP5,2022-08-20,Device
P032_1b_PD_Idsat_avg_M5,AZCP5,2022-08-20,SRAM
P032_1b_PG_Idsat_avg_M5,AZCP5,2022-08-20,SRAM
PL032S_1b_PD_Vtsat_avg_M5,AZCP5,2022-08-20,SRAM
PL032S_1b_PD_Idsat_avg_M5,AZCP5,2022-08-20,SRAM
PL032S_1b_PG_Idsat_avg_M5,AZCP5,2022-08-20,SRAM
TPLL053_1b_RPD_Idlin_M5,AZCP5,2022-08-20,SRAM
TPLL053_1b_RPD_Idsat_M5,AZCP5,2022-08-20,SRAM
TPLL053_1b_RPG_Idlin_M5,AZCP5,2022-08-20,SRAM
TPLL053_1b_RPG_Idsat_M5,AZCP5,2022-08-20,SRAM
TPLL053_4FET_RPD_Isoff_M5,AZCP5,2022-08-20,SRAM
EGN_PBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
EGN_PBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
EGN_PBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
EGN_PBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
EGP_NBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
EGP_NBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
EGP_NBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
EGP_NBTI_150_20F_PreVt_M5,A2CG1,2022-07-14,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2CG1,2022-07-14,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2CG1,2022-07-14,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2CG1,2022-07-14,REL
SGN_PBTI_08_40F_U_PreVt_M5,A2CG1,2022-07-14,REL
EP_HCI_before_lin_M5,A2CG1,2022-07-14,REL
SGP_NBTI_150_08_40F_U_PreVt_M5,A2CG1,2022-07-14,REL
QAHYB_PC2CA_mod2_SGP_VRAMP_M5,A273N,2022-07-03,REL
QAHYB_PC2CA_mod2_SGP_VST1_M5,A273N,2022-07-03,REL
P032_bit_PG_L_Vtsat_M5,A273N,2022-07-02,SRAM
P032_bit_PG_R_Vtsat_M5,A273N,2022-07-02,SRAM
P032_bit_PG_L_Vtlin_M5,A273N,2022-07-02,SRAM
P032_bit_PU_R_Idsat_M5,A273N,2022-07-02,SRAM
P032_bit_PU_R_Idlin_M5,A273N,2022-07-02,SRAM
PL032S_bit_PG_L_Idsat_M5,A273N,2022-07-02,SRAM
TPLL053_ISB_M5,A273N,2022-07-02,SRAM
EGP_NBTI_150_20F_SHIFT1_M5,A2AZ6,2022-06-01,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2AZ6,2022-06-01,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2AZ6,2022-06-01,REL
EGP_NBTI_150_20F_SHIFT1_M5,A2AZ6,2022-06-01,REL
vchnB_V1_DUT1_RES_M5,A27RF,2022-05-06,BEOL
vchnB_V1_DUT1_RES_M5,A27RF,2022-05-06,BEOL
vchnB_V1_DUT1_RES_M5,A27RF,2022-05-06,BEOL
vchnB_V1_DUT1_RES_M5,A27RF,2022-05-06,BEOL
vchnA_V1_DUT2_RES_M5,A27RF,2022-05-06,BEOL
vchnA_V1_DUT2_RES_M5,A27RF,2022-05-06,BEOL
vchnA_V1_DUT2_RES_M5,A27RF,2022-05-06,BEOL
vchnA_V1_DUT2_RES_M5,A27RF,2022-05-06,BEOL
vchnB_V1_DUT2_RES_M5,A27RF,2022-05-06,BEOL
9T_V1BARPWR_4pt~Res_M5,A27RF,2022-05-06,FEOLMOL_HOL
9T_V2BARPWR_4pt~Res_M5,A27RF,2022-05-06,FEOLMOL_HOL
9T_V1V2PWR_4pt~Res_M5,A27RF,2022-05-06,FEOLMOL_HOL
M3PWR_w36s21_4pt~Res_M5,A27RF,2022-05-06,FEOLMOL_HOL
M3PWR_w36s62_4pt~Res_M5,A27RF,2022-05-06,FEOLMOL_HOL
EGP_NBTI_150_20F_Ref_ID_M5,A28R6,2022-04-27,REL
EGP_NBTI_150_20F_Ref_ID_M5,A28R6,2022-04-27,REL
EGP_NBTI_150_20F_Ref_ID_M5,A28R6,2022-04-27,REL
EGP_NBTI_150_20F_Ref_ID_M5,A28R6,2022-04-27,REL
EGP_NBTI_150_20F_SHIFT2_M5,A28R6,2022-04-27,REL
EGP_NBTI_150_20F_SHIFT2_M5,A28R6,2022-04-27,REL
EGP_NBTI_150_20F_SHIFT2_M5,A28R6,2022-04-27,REL
EGP_NBTI_150_20F_SHIFT2_M5,A28R6,2022-04-27,REL
EP_HCI_before_M5,A28R6,2022-04-27,REL
EP_HCI_after_M5,A28R6,2022-04-27,REL
SGN_PBTI_08_40F_U_Ref_ID_M5,A28R6,2022-04-27,REL
SGP_NBTI_08_40F_U_Ref_ID_M5,A28R6,2022-04-27,REL
SGP_NBTI_150_08_40F_U_Ref_ID_M5,A28R6,2022-04-27,REL
SGP_NBTI_150_08_40F_U_SHIFT1_M5,A28R6,2022-04-27,REL
SGP_NBTI_150_08_40F_U_SHIFT2_M5,A28R6,2022-04-27,REL
vchnA_V2_DUT2_RES_M5,A257H,2022-04-26,BEOL
TPLL053_FET_RPG_Vtlin_M5,A29AR,2022-04-21,SRAM
EN_HCI_after_lin_M5,A291X,2022-04-20,REL
CMBSRP_M4_DUT4_RES_M5,A24D3,2022-04-16,BEOL
EP_HCI_after_lin_M5,A2698,2022-04-07,REL
CMBSRP_M3_DUT1_RES_M5,A21WT,2022-03-31,BEOL
CMBSRP_M3_DUT1_RES_M5,A21WT,2022-03-31,BEOL
CMBSRP_M3_DUT1_RES_M5,A21WT,2022-03-31,BEOL
CMBSRP_M3_DUT1_RES_M5,A21WT,2022-03-31,BEOL
CMBSRP_M3_DUT2_RES_M5,A21WT,2022-03-31,BEOL
CMBSRP_M3_DUT2_RES_M5,A21WT,2022-03-31,BEOL
CMBSRP_M3_DUT2_RES_M5,A21WT,2022-03-31,BEOL
CMBSRP_M3_DUT2_RES_M5,A21WT,2022-03-31,BEOL
ISOVIA_ISO_MD_Res_M5,A21WT,2022-03-31,BEOL
vchnA_V2_DUT1_RES_M5,A21WT,2022-03-31,BEOL
vchnB_V2_DUT1_RES_M5,A21WT,2022-03-31,BEOL
vchnB_V2_DUT2_RES_M5,A21WT,2022-03-31,BEOL
METAL_KELVIN_J4_M5,A21WT,2022-03-31,BEOL
METAL_KELVIN_M3_M5,A21WT,2022-03-31,BEOL
METAL_KELVIN_M4_M5,A21WT,2022-03-31,BEOL
METAL_KELVIN_Z4_M5,A21WT,2022-03-31,BEOL
9T_M3signal_4pt~Res_M5,A21WT,2022-03-31,FEOLMOL_HOL
M3PWR_w36s33_4pt~Res_M5,A21WT,2022-03-31,FEOLMOL_HOL
M3_w24s16_4pt~Res_M5,A21WT,2022-03-31,FEOLMOL_HOL
CMBSRP_M4_DUT3_RES_M5,A21WT,2022-03-31,BEOL
EGN_PBTI_150_20F_Ref_IG_M5,A2269,2022-03-07,REL
EGN_PBTI_150_20F_Ref_IG_M5,A2269,2022-03-07,REL
EGN_PBTI_150_20F_Ref_IG_M5,A2269,2022-03-07,REL
EGN_PBTI_150_20F_Ref_IG_M5,A2269,2022-03-07,REL
VR_UP_27_20_8_54_Vbd_v3_M5,A1ZT5,2022-02-27,REL
SP_HCI_after_lin_095_M5,A20PB,2022-02-23,REL
