parameter,lot_id,date,Owner
MIMCAP_QM_PM_20x20_cap_LT,A22U5,2022-04-15,BEOL
MIMCAP_QM_PM_30x30_cap_LT,A22U5,2022-04-15,BEOL
MIMCAP_QM_HM_20x20_cap_LT,A22U5,2022-04-15,BEOL
MIMCAP_QM_HM_30x30_cap_LT,A22U5,2022-04-15,BEOL
VCHN_JQ2_chn2_RES_LT,A22U5,2022-04-15,BEOL
QMIM_10x10x480ea_PM_LKG~Lk_LT,A22U5,2022-04-15,BEOL
vchnD_MD_DUT1_RES_LT,A22U5,2022-04-15,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
PCHK_0.1V_05_LT,A23X1,2022-04-14,BEOL
VCHN_JQ2_chn1_RES_LT,A23X1,2022-04-14,BEOL
DLW_N_EGV_100_180_DDB_4_Vtsat@1.5V_LT,A23X1,2022-04-14,Device
DLW_N_EGV_100_180_DDB_4_Ioffs@1.5V_LT,A23X1,2022-04-14,Device
QMETAL_M4~BV_LT,A1YGC,2022-04-13,REL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
PCHK_0.1V_08_LT,A1Y28,2022-04-12,BEOL
VNCAP_M2_D8_40_44_DUT1_LT,A1YGC,2022-04-12,BEOL
WireRes_M1_3W3S_H_Res_LT,A1YGC,2022-04-12,BEOL
DLW_P_LVT_70_150_DDB_4_Iodlin@0.8Vod_LT,A1Y28,2022-04-12,Device
DLW_N_EG_200_280_DDB_4_Vtlin_LT,A1YW7,2022-04-09,Device
B1_BEOLCAP_lateral_C0_LT,A1ZNK,2022-03-17,BEOL
B1_BEOLCAP_total_C0_LT,A1ZNK,2022-03-17,BEOL
VNCAP_M2_D8_40_65_DUT2_LT,A1ZNK,2022-03-17,BEOL
WireRes_D7_3W3S_Res_LT,A1ZNK,2022-03-17,BEOL
WireRes_B1_3W3S_Res_LT,A1ZNK,2022-03-17,BEOL
CMBSRP_D7_DUT4_RES_LT,A1ZNK,2022-03-17,BEOL
CMBSRP_D7_DUT3_RES_LT,A1ZNK,2022-03-17,BEOL
CMBSRP_D7_DUT2_RES_LT,A1ZNK,2022-03-17,BEOL
CMBSRP_B1_H_DUT4_RES_LT,A1ZNK,2022-03-17,BEOL
CMBSRP_B1_H_DUT3_RES_LT,A1ZNK,2022-03-17,BEOL
CMBSRP_B1_H_DUT2_RES_LT,A1ZNK,2022-03-17,BEOL
METAL_KELVIN_D7_LT,A202C,2022-03-15,BEOL
METAL_KELVIN_B1_LT,A202C,2022-03-15,BEOL
BEOL_STK_V1_kelvin~Res_LT,A202C,2022-03-15,BEOL
P032_bit_PD_L_Idlin_LT,A202C,2022-03-15,SRAM
P032_bit_PD_L_Idsat_LT,A202C,2022-03-15,SRAM
P032_bit_PG_L_Vtlin_LT,A202C,2022-03-15,SRAM
P032_bit_PG_L_Vtsat_LT,A202C,2022-03-15,SRAM
P032_bit_PG_L_Idlin_LT,A202C,2022-03-15,SRAM
P032_bit_PG_L_Idsat_LT,A202C,2022-03-15,SRAM
P032_bit_PD_R_Vtlin_LT,A202C,2022-03-15,SRAM
P032_bit_PD_R_Vtsat_LT,A202C,2022-03-15,SRAM
P032_bit_PD_R_Idlin_LT,A202C,2022-03-15,SRAM
P032_bit_PD_R_Idsat_LT,A202C,2022-03-15,SRAM
P032_bit_PG_R_Vtlin_LT,A202C,2022-03-15,SRAM
P032_bit_PG_R_Vtsat_LT,A202C,2022-03-15,SRAM
P032_bit_PG_R_Idlin_LT,A202C,2022-03-15,SRAM
P032_bit_PG_R_Idsat_LT,A202C,2022-03-15,SRAM
P032_1b_PG_Vtsat_avg_LT,A202C,2022-03-15,SRAM
P032_1b_PD_Idsat_avg_LT,A202C,2022-03-15,SRAM
P032_1b_PG_Idsat_avg_LT,A202C,2022-03-15,SRAM
P032_IREAD_L_LT,A202C,2022-03-15,SRAM
P032_IREAD_R_LT,A202C,2022-03-15,SRAM
P032_4FET_PD_Isoff_LT,A202C,2022-03-15,SRAM
P032_FET_PD_Idoff_LT,A202C,2022-03-15,SRAM
P032_FET_PD_Idsat_LT,A202C,2022-03-15,SRAM
P032_FET_PG_Idlin_LT,A202C,2022-03-15,SRAM
P032_FET_PG_Idsat_LT,A202C,2022-03-15,SRAM
P032_FET_PG_Vtlin_LT,A202C,2022-03-15,SRAM
P032_FET_PG_Vtsat_LT,A202C,2022-03-15,SRAM
P032_ISB_LT,A202C,2022-03-15,SRAM
PL032S_bit_PG_L_Vtsat_LT,A202C,2022-03-15,SRAM
PL032S_bit_PG_L_Idlin_LT,A202C,2022-03-15,SRAM
PL032S_bit_PG_L_Idsat_LT,A202C,2022-03-15,SRAM
PL032S_bit_PD_R_Vtlin_LT,A202C,2022-03-15,SRAM
PL032S_bit_PD_R_Idlin_LT,A202C,2022-03-15,SRAM
PL032S_bit_PD_R_Idsat_LT,A202C,2022-03-15,SRAM
PL032S_bit_PG_R_Idlin_LT,A202C,2022-03-15,SRAM
PL032S_bit_PG_R_Idsat_LT,A202C,2022-03-15,SRAM
PL032S_1b_PG_Vtsat_avg_LT,A202C,2022-03-15,SRAM
PL032S_1b_PD_Idsat_avg_LT,A202C,2022-03-15,SRAM
PL032S_1b_PG_Idsat_avg_LT,A202C,2022-03-15,SRAM
PL032S_IREAD_L_LT,A202C,2022-03-15,SRAM
PL032S_IREAD_R_LT,A202C,2022-03-15,SRAM
PL032S_FET_PD_Vtlin_LT,A202C,2022-03-15,SRAM
PL032S_FET_PG_Idlin_LT,A202C,2022-03-15,SRAM
PL032S_ISB_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPD_Isoff_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPD_Idoff_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPD_Idlin_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPD_Idsat_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPD_Vtlin_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPD_Vtsat_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPG_Isoff_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPG_Idoff_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPG_Idlin_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPG_Idsat_LT,A202C,2022-03-15,SRAM
TPLL053_1b_RPG_Vtsat_LT,A202C,2022-03-15,SRAM
TPLL053_Iread_RP_LT,A202C,2022-03-15,SRAM
TPLL053_4FET_RPD_Isoff_LT,A202C,2022-03-15,SRAM
TPLL053_FET_RPD_Idoff_LT,A202C,2022-03-15,SRAM
TPLL053_FET_RPD_Idlin_LT,A202C,2022-03-15,SRAM
TPLL053_FET_RPD_Idsat_LT,A202C,2022-03-15,SRAM
TPLL053_FET_RPD_Vtlin_LT,A202C,2022-03-15,SRAM
TPLL053_FET_RPD_Vtsat_LT,A202C,2022-03-15,SRAM
TPLL053_FET_RPG_Idlin_LT,A202C,2022-03-15,SRAM
TPLL053_FET_RPG_Idsat_LT,A202C,2022-03-15,SRAM
PL032S_bl_cap_LT,A202C,2022-03-15,SRAM
DLW_N_EG_200_280_DDB_4_Vta@0.9V_LT,A202C,2022-03-15,Device
DLW_N_EG_200_280_DDB_4_Ilow@1.8V_LT,A202C,2022-03-15,Device
DLW_N_EGV_100_180_DDB_4_Vta@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_200_280_DDB_4_Vtsat@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_200_280_DDB_4_Vtlin_LT,A202C,2022-03-15,Device
DLW_N_LVT_150_230_DDB_4_Vta@0.375_LT,A202C,2022-03-15,Device
DLW_N_LVT_100_180_DDB_4_Vtsat@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_100_180_DDB_4_Vtlin_LT,A202C,2022-03-15,Device
DLW_N_LVT_100_180_DDB_4_Vta@0.375_LT,A202C,2022-03-15,Device
DLW_N_LVT_100_180_DDB_4_Ilow@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_70_150_DDB_4_Vtsat@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_70_150_DDB_4_Vta@0.375_LT,A202C,2022-03-15,Device
DLW_N_LVT_40_100_DDB_4_Vtsat@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_40_100_DDB_4_Vta@0.375_LT,A202C,2022-03-15,Device
DLW_N_LVT_40_100_DDB_4_Ilow@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_30_90_DDB_4_Vtsat@0.75V_LT,A202C,2022-03-15,Device
DLW_N_LVT_30_90_DDB_4_Vtlin_LT,A202C,2022-03-15,Device
DLW_N_LVT_30_90_DDB_4_Ilow@0.75V_LT,A202C,2022-03-15,Device
ncap_0.15_Cgd@Vgd=0.3V_1M_LT,A202C,2022-03-15,Device
Cap_N_type_SLVT_3_8_60_54000_Cinv@0.75V_LT,A202C,2022-03-15,Device
NSL9T4FMDBREF~Vtlin_100n_LT,A202C,2022-03-15,Device
NSL9T4FMDBREF~Vta_2_LT,A202C,2022-03-15,Device
NR9T4FMDBREF~Vtsat_100n_LT,A202C,2022-03-15,Device
NR9T4FMDBREF~Vtlin_100n_LT,A202C,2022-03-15,Device
NR9T4FMDBREF~Vta_2_LT,A202C,2022-03-15,Device
ROL9T4FMDBMOS~Freq_075_LT,A202C,2022-03-15,Device
ROR9T4FMDBMOS~Freq_075_LT,A202C,2022-03-15,Device
ROSL9T4FMDBMOS~Freq_075_LT,A202C,2022-03-15,Device
VR_SN_27_20_8_54_Vbd_v3_LT,A202C,2022-03-15,REL
Cap_P_type_RVT_3_8_60_MDB_54000_Cinv@0.75V_LT,A202C,2022-03-15,Device
CMBSRP_D7_DUT1_RES_LT,A202C,2022-03-15,BEOL
CMBSRP_B1_H_DUT1_RES_LT,A202C,2022-03-15,BEOL
ncap_0.15_Cgd@Vgd=0.25V_1M_LT,A202C,2022-03-15,Device
ncap_0.15_Cgd@Vgd=0.2V_1M_LT,A202C,2022-03-15,Device
ncap_0.15_Cgd@Vgd=0.4V_1M_LT,A202C,2022-03-15,Device
TPLL053_ISB_LT,A202C,2022-03-15,SRAM
P032_1b_SNM_075IRD_LT,A202C,2022-03-15,SRAM
PL032S_1b_SNM_075IRD_LT,A202C,2022-03-15,SRAM
EN_HCI_before_LT,A1U67,2022-02-07,REL
SGN_PBTI_08_40F_U_SHIFT1_LT,A1U67,2022-02-07,REL
SGN_PBTI_08_40F_U_SHIFT2_LT,A1U67,2022-02-07,REL
